,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
10,1500.0,170.0,515.1,7834.2,51.3,56.13,249110.7,52.8,60.74,54.26,50.9,57.62,225500.9,50.3,8102.0,58.66,51.86,588020.5,49.1,59.29,212073.3,47.5,8231.0,56.99,48.4,47.8,57.88,198459.6,45.0,8418.0,56.37,46.45,46.3,52.26,192689.2,8420.0,54.62,44.79,2684.3,2556.96,2424.37,812.7,764.5,2103.5,733.8,1755.0,2978.26,601988.1,742.7,1755.0,2850.2,769.6,717.9,1755.0,605688.7,645.9,744.5,1755.0,626960.3,40.1,629.9,1755.0,2206.19,629797.2,2034.8,2562.3,10445.6,815.5,1979.0,8002.0,9452.7,5222.8,2611.4,5.97,41407.0,10351.75,31055.25,40234.0,20703.5,3.53,4.3,258.2,3.25,54.25,3670.0,3.39,4691.0,162.75
11,1100.0,120.0,90.0,2363.18,44.5,49.8,176542.9,35.0,50.28,41.8,43.4,46.94,166267.2,34.7,8315.0,49.92,40.26,540680.6,41.0,41.25,160401.5,34.4,7773.0,45.91,38.34,40.3,40.84,150266.8,34.1,6714.0,43.4,36.45,39.3,40.21,143737.7,5827.0,41.79,34.76,1179.5,1537.96,1535.16,652.2,663.97,1217.5,611.8,1755.0,1766.35,566492.3,641.5,1755.0,1718.9,614.0,608.2,1755.0,524764.8,573.7265312999999,680.29,1755.0,466212.2,33.5,554.0819663,1755.0,1527.55,409677.9,1149.5,1563.4,4726.35,670.1,1284.5,9048.0,3244.55,6489.1,4866.83,2.48,20117.0,29299.5,10058.5,19533.0,39066.0,1.74,1.72,142.9,1.52,214.35,2628.0,1.15,1627.0,64.55
12,1800.0,130.0,530.4,3114.15,54.2,59.4,280451.7,58.1,63.69,58.55,52.4,57.65,262789.0,54.2,8013.0,62.78,56.45,606524.2,51.3,56.13,249110.7,52.8,8002.0,60.74,54.26,50.9,57.62,225500.9,50.3,8102.0,58.66,51.86,49.1,59.29,212073.3,8231.0,56.99,48.4,2931.4,2978.26,2850.2,815.5,717.9,2562.3,795.0,1755.0,3347.72,589389.6,746.8,1755.0,3387.72,733.8,815.5,1755.0,601988.1,742.7,812.7,1755.0,588020.5,47.5,769.6,1755.0,2556.96,605688.7,2684.3,3755.8,6228.3,818.5,2103.5,8001.0,5222.8,10445.6,7834.2,5.41,21293.5,31055.25,10646.75,20703.5,41407.0,5.97,5.4,108.5,3.53,162.75,4691.0,4.3,7196.0,59.88
13,600.0,50.0,251.5,1404.45,24.3,26.87,85072.2,23.92,27.84,18.37,23.1,25.34,73530.1,22.99,3875.0,25.69,17.34,405541.8,21.4,23.81,70232.2,22.05,3739.0,24.05,16.21,19.9,22.28,64539.9,21.11,4527.0,23.28,15.27,17.4,20.75,61843.9,2818.0,19.49,14.2,754.3,1013.4,897.88,437.0,345.3,724.1,225.7,1750.0,1549.44,420700.5,277.8,1750.0,1232.42,284.1,346.1,1750.0,428725.0,226.9,347.5,1750.0,519679.8,20.17,210.1,1750.0,694.38,410490.1,544.5,867.4,1872.6,409.3,504.5,4063.0,989.3,936.3,468.15,3.51,35763.0,8940.75,26822.25,34738.0,17881.5,2.51,2.3,107.3,2.46,33.58,1892.0,2.06,2422.0,100.73
14,3800.0,300.0,1212.0,32585.1,124.4,108.42,921019.4,110.3,116.56,119.13,120.2,107.2,832123.7,109.6,9078.0,112.15,115.7,1181856.2,116.3,104.71,784948.5,109.1,9022.0,109.02,112.0,111.4,104.33,704586.3,107.5,8938.0,110.51,108.51,106.0,103.03,685697.5,8864.0,105.52,105.32,5136.1,10411.45,12423.86,1817.6,1473.5,4858.1,1821.6,9114.22,9459.4,1391757.1,1757.7,9063.61,10304.2,1534.6,1795.3,9000.91,1167697.4,1836.6,1932.5,8920.04,1181572.6,105.5,1408.4,8842.18,12113.01,1188995.8,6622.6,4602.1,43446.8,1963.7,3526.1,9131.0,17584.3,21723.4,10861.7,2.75,47096.0,11774.0,35322.0,45966.0,23548.0,2.47,2.29,208.8,3.15,74.85,3152.0,2.5,2264.0,224.55
15,4100.0,380.0,1854.4,34722.4,190.3,154.36,1523166.6,210.7,148.76,159.0,177.6,147.44,1451175.9,188.9,9347.0,140.9,146.2,1681849.3,160.0,141.34,1341072.8,173.8,9306.0,136.56,138.8,149.1,134.8,1284199.4,147.6,9286.0,136.6,140.2,143.4,131.56,1137397.7,9244.0,129.24,134.46,8146.1,9291.0,9821.0,2627.5,2143.3,8245.0,2595.2,9329.64,9700.0,1908975.7,2284.4,9297.06,10149.0,2451.2,2526.4,9254.28,1732937.5,2220.6,2244.1,9231.76,1734973.5,132.6,2014.5,9216.19,10078.4,1654038.4,6622.5,12930.0,52083.6,3000.0,8758.2,9396.0,54857.63,17361.2,73143.5,5.33,37179.0,48260.0,24786.0,36195.0,12393.0,4.72,6.88,324.3,3.44,432.4,4079.0,4.09,7045.0,196.65
16,3300.0,290.0,539.4,17584.3,111.4,104.33,704586.3,107.5,110.51,108.51,106.0,103.03,685697.5,105.5,8864.0,105.52,105.32,1188995.8,103.0,101.84,625829.2,100.4,8799.0,101.0,101.89,98.2,98.64,602224.7,97.2,8735.0,98.12,98.45,92.8,96.49,552124.4,8585.0,95.35,94.34,3526.1,13571.8,13596.37,1473.5,1288.0,4386.9,1836.6,8920.04,12423.86,1181572.6,1408.4,8842.18,12113.01,1424.1,1584.3,8776.71,1067772.0,1298.8,1389.6,8699.73,973523.7,96.9,1294.2,8555.54,12063.5,954628.6,3819.0,6622.6,10861.7,1932.5,3896.7,8938.0,4396.08,13188.23,8792.15,2.5,11774.0,22983.0,45966.0,11491.5,34474.5,2.65,3.15,52.2,3.05,104.4,3157.0,2.76,2700.0,208.8
17,4700.0,430.0,627.8,17361.2,177.6,147.44,1451175.9,188.9,140.9,146.2,160.0,141.34,1341072.8,173.8,9306.0,136.56,138.8,1732937.5,149.1,134.8,1284199.4,147.6,9286.0,136.6,140.2,143.4,131.56,1137397.7,132.6,9244.0,129.24,134.46,137.4,125.83,1059966.2,9208.0,123.37,127.33,8245.0,9821.0,10078.4,2526.4,2025.0,6622.5,2284.4,9297.06,10149.0,1681849.3,2451.2,9254.28,9291.0,2220.6,2244.1,9231.76,1734973.5,2014.5,2143.3,9216.19,1654038.4,117.4,1994.6,9185.48,9501.3,1660444.0,8758.2,8146.1,34722.4,2627.5,6232.8,9347.0,36571.75,73143.5,54857.63,6.88,24786.0,36195.0,12393.0,24130.0,48260.0,4.09,4.72,216.2,3.45,324.3,3629.0,3.44,5606.0,98.33
18,3000.0,460.0,7208.2,18285.88,137.4,125.83,1059966.2,117.4,123.37,127.33,130.5,117.05,961139.2,112.8,9168.0,120.24,121.94,1673301.4,124.4,108.42,921019.4,110.3,9131.0,116.56,119.13,120.2,107.2,832123.7,109.6,9078.0,112.15,115.7,116.3,104.71,784948.5,9022.0,109.02,112.0,4586.1,9459.4,10304.2,1837.4,1795.3,4602.1,1994.6,9185.48,9501.3,1660444.0,1763.9,9153.66,9576.9,1821.6,1963.7,9114.22,1391757.1,1757.7,1817.6,9063.61,1181856.2,109.1,1534.6,9000.91,10411.45,1167697.4,5136.1,6232.8,36571.75,2025.0,4858.1,9208.0,21723.4,43446.8,32585.1,3.45,24130.0,35322.0,12065.0,23548.0,47096.0,2.75,2.45,149.7,2.47,224.55,2264.0,2.29,3052.0,108.1
19,3900.0,470.0,1231.4,52083.6,203.8,162.84,1640293.0,229.3,158.63,169.5,190.3,154.36,1523166.6,210.7,9396.0,148.76,159.0,1908975.7,177.6,147.44,1451175.9,188.9,9347.0,140.9,146.2,160.0,141.34,1341072.8,173.8,9306.0,136.56,138.8,149.1,134.8,1284199.4,9286.0,136.6,140.2,12930.0,10149.0,9291.0,3000.0,2244.1,8146.1,2738.8,9248.4,10082.0,2318397.0,2595.2,9329.64,9700.0,2284.4,2627.5,9297.06,1681849.3,2451.2,2526.4,9254.28,1732937.5,147.6,2220.6,9231.76,9821.0,1734973.5,8245.0,10855.3,69444.8,3148.0,6622.5,9380.0,73143.5,34722.4,17361.2,6.46,49572.0,12393.0,37179.0,48260.0,24786.0,6.88,5.33,432.4,4.09,98.33,5606.0,4.72,5909.0,294.98
20,3300.0,340.0,1706.8,32585.1,124.4,108.42,921019.4,110.3,116.56,119.13,120.2,107.2,832123.7,109.6,9078.0,112.15,115.7,1181856.2,116.3,104.71,784948.5,109.1,9022.0,109.02,112.0,111.4,104.33,704586.3,107.5,8938.0,110.51,108.51,106.0,103.03,685697.5,8864.0,105.52,105.32,5136.1,10411.45,12423.86,1817.6,1473.5,4858.1,1821.6,9114.22,9459.4,1391757.1,1757.7,9063.61,10304.2,1534.6,1795.3,9000.91,1167697.4,1836.6,1932.5,8920.04,1181572.6,105.5,1408.4,8842.18,12113.01,1188995.8,6622.6,4602.1,43446.8,1963.7,3526.1,9131.0,17584.3,21723.4,10861.7,2.75,47096.0,11774.0,35322.0,45966.0,23548.0,2.47,2.29,208.8,3.15,74.85,3152.0,2.5,2264.0,224.55
21,3700.0,270.0,494.1,13188.23,106.0,103.03,685697.5,105.5,105.52,105.32,103.0,101.84,625829.2,100.4,8799.0,101.0,101.89,1067772.0,98.2,98.64,602224.7,97.2,8735.0,98.12,98.45,92.8,96.49,552124.4,96.9,8585.0,95.35,94.34,86.2,83.21,526596.4,8393.0,90.95,89.79,4386.9,13596.37,12063.5,1584.3,1316.3,3819.0,1408.4,8842.18,12113.01,1188995.8,1424.1,8776.71,13571.8,1298.8,1389.6,8699.73,973523.7,1294.2,1288.0,8555.54,954628.6,94.1,1143.8,8364.78,11379.37,929027.1,3896.7,3526.1,17584.3,1473.5,2790.6,8864.0,14488.6,8792.15,4396.08,3.15,45966.0,11491.5,34474.5,44835.0,22983.0,2.76,2.65,334.8,3.25,52.2,3678.0,3.05,3561.0,156.6
22,2500.0,260.0,925.6,14488.6,92.8,96.49,552124.4,96.9,95.35,94.34,86.2,83.21,526596.4,94.1,8393.0,90.95,89.79,929027.1,81.9,81.05,486347.8,90.4,8382.0,87.27,85.56,76.9,79.93,463829.0,88.2,8325.0,85.37,82.89,72.9,78.63,427087.7,8186.0,83.55,80.05,2790.6,10555.47,8993.0,1316.3,1104.7,3157.3,1294.2,8555.54,12063.5,954628.6,1143.8,8364.78,11379.37,1082.5,1176.5,8343.6,865878.9,1032.5,1203.3,8271.46,833494.6,85.9,1014.9,8148.33,6703.06,817526.9,4107.4,3896.7,4396.08,1288.0,4521.3,8585.0,3622.15,10866.45,7244.3,3.05,11491.5,22417.5,44835.0,11208.75,33626.25,2.44,3.25,83.7,1.81,167.4,2217.0,2.04,2734.0,334.8
23,4900.0,420.0,667.8,34722.4,190.3,154.36,1523166.6,210.7,148.76,159.0,177.6,147.44,1451175.9,188.9,9347.0,140.9,146.2,1681849.3,160.0,141.34,1341072.8,173.8,9306.0,136.56,138.8,149.1,134.8,1284199.4,147.6,9286.0,136.6,140.2,143.4,131.56,1137397.7,9244.0,129.24,134.46,8146.1,9291.0,9821.0,2627.5,2143.3,8245.0,2595.2,9329.64,9700.0,1908975.7,2284.4,9297.06,10149.0,2451.2,2526.4,9254.28,1732937.5,2220.6,2244.1,9231.76,1734973.5,132.6,2014.5,9216.19,10078.4,1654038.4,6622.5,12930.0,52083.6,3000.0,8758.2,9396.0,54857.63,17361.2,73143.5,5.33,37179.0,48260.0,24786.0,36195.0,12393.0,4.72,6.88,324.3,3.44,432.4,4079.0,4.09,7045.0,196.65
24,2600.0,260.0,962.0,17584.3,111.4,104.33,704586.3,107.5,110.51,108.51,106.0,103.03,685697.5,105.5,8864.0,105.52,105.32,1188995.8,103.0,101.84,625829.2,100.4,8799.0,101.0,101.89,98.2,98.64,602224.7,97.2,8735.0,98.12,98.45,92.8,96.49,552124.4,8585.0,95.35,94.34,3526.1,13571.8,13596.37,1473.5,1288.0,4386.9,1836.6,8920.04,12423.86,1181572.6,1408.4,8842.18,12113.01,1424.1,1584.3,8776.71,1067772.0,1298.8,1389.6,8699.73,973523.7,96.9,1294.2,8555.54,12063.5,954628.6,3819.0,6622.6,10861.7,1932.5,3896.7,8938.0,4396.08,13188.23,8792.15,2.5,11774.0,22983.0,45966.0,11491.5,34474.5,2.65,3.15,52.2,3.05,104.4,3157.0,2.76,2700.0,208.8
25,3800.0,280.0,406.0,32585.1,124.4,108.42,921019.4,110.3,116.56,119.13,120.2,107.2,832123.7,109.6,9078.0,112.15,115.7,1181856.2,116.3,104.71,784948.5,109.1,9022.0,109.02,112.0,111.4,104.33,704586.3,107.5,8938.0,110.51,108.51,106.0,103.03,685697.5,8864.0,105.52,105.32,5136.1,10411.45,12423.86,1817.6,1473.5,4858.1,1821.6,9114.22,9459.4,1391757.1,1757.7,9063.61,10304.2,1534.6,1795.3,9000.91,1167697.4,1836.6,1932.5,8920.04,1181572.6,105.5,1408.4,8842.18,12113.01,1188995.8,6622.6,4602.1,43446.8,1963.7,3526.1,9131.0,17584.3,21723.4,10861.7,2.75,47096.0,11774.0,35322.0,45966.0,23548.0,2.47,2.29,208.8,3.15,74.85,3152.0,2.5,2264.0,224.55
26,1700.0,150.0,222.0,3937.2,62.6,70.75,365186.2,74.3,73.57,69.26,59.1,65.61,339325.9,70.2,7994.0,71.56,65.65,648845.6,56.2,61.52,320957.3,64.5,8003.0,67.81,63.25,55.5,60.78,297210.1,61.5,8018.0,65.0,60.53,54.2,59.4,280451.7,8001.0,63.69,58.55,3878.4,3758.77,3538.71,938.4,818.5,3485.8,886.4,7930.66,4756.68,669640.3,831.8,7924.48,4294.06,797.3,809.8,1755.0,628132.9,757.8,861.8,1755.0,610502.7,58.1,795.0,1755.0,3347.72,589389.6,3663.5,4730.8,7874.4,909.2,3755.8,8004.0,6228.3,12456.6,9342.45,3.72,21855.0,31940.25,10927.5,21293.5,42587.0,6.11,5.65,119.75,5.41,179.63,6788.0,3.94,6713.0,93.0
27,590.0,70.0,485.1,1872.6,26.9,28.4,85347.6,24.86,29.95,19.7,24.3,26.87,85072.2,23.92,4063.0,27.84,18.37,420700.5,23.1,25.34,73530.1,22.99,3875.0,25.69,17.34,21.4,23.81,70232.2,22.05,3739.0,24.05,16.21,19.9,22.28,64539.9,4527.0,23.28,15.27,867.4,1232.42,1013.4,409.3,347.5,754.3,331.3,1751.67,2000.42,420359.6,225.7,1750.0,1549.44,277.8,437.0,1750.0,405541.8,284.1,346.1,1750.0,428725.0,21.11,226.9,1750.0,897.88,519679.8,724.1,1163.3,720.7,467.1,544.5,4198.0,468.15,1404.45,936.3,3.31,9204.5,17881.5,35763.0,8940.75,26822.25,2.3,3.51,33.58,2.06,67.15,1785.0,2.51,2028.0,134.3
28,1300.0,130.0,357.5,2363.18,44.5,49.8,176542.9,35.0,50.28,41.8,43.4,46.94,166267.2,34.7,8315.0,49.92,40.26,540680.6,41.0,41.25,160401.5,34.4,7773.0,45.91,38.34,40.3,40.84,150266.8,34.1,6714.0,43.4,36.45,39.3,40.21,143737.7,5827.0,41.79,34.76,1179.5,1537.96,1535.16,652.2,663.97,1217.5,611.8,1755.0,1766.35,566492.3,641.5,1755.0,1718.9,614.0,608.2,1755.0,524764.8,573.7265312999999,680.29,1755.0,466212.2,33.5,554.0819663,1755.0,1527.55,409677.9,1149.5,1563.4,4726.35,670.1,1284.5,9048.0,3244.55,6489.1,4866.83,2.48,20117.0,29299.5,10058.5,19533.0,39066.0,1.74,1.72,142.9,1.52,214.35,2628.0,1.15,1627.0,64.55
29,4900.0,290.0,881.6,73143.5,160.0,141.34,1341072.8,173.8,136.56,138.8,149.1,134.8,1284199.4,147.6,9286.0,136.6,140.2,1734973.5,143.4,131.56,1137397.7,132.6,9244.0,129.24,134.46,137.4,125.83,1059966.2,117.4,9208.0,123.37,127.33,130.5,117.05,961139.2,9168.0,120.24,121.94,6622.5,10078.4,9501.3,2244.1,1837.4,8758.2,2451.2,9254.28,9291.0,1732937.5,2220.6,9231.76,9821.0,2014.5,2143.3,9216.19,1654038.4,1994.6,2025.0,9185.48,1660444.0,112.8,1763.9,9153.66,9576.9,1673301.4,6232.8,8245.0,17361.2,2526.4,4586.1,9306.0,18285.88,54857.63,36571.75,4.72,12393.0,24130.0,48260.0,12065.0,36195.0,3.44,4.09,108.1,2.45,216.2,3882.0,3.45,4079.0,432.4
30,2000.0,160.0,547.2,10445.6,52.4,57.65,262789.0,54.2,62.78,56.45,51.3,56.13,249110.7,52.8,8002.0,60.74,54.26,601988.1,50.9,57.62,225500.9,50.3,8102.0,58.66,51.86,49.1,59.29,212073.3,47.5,8231.0,56.99,48.4,47.8,57.88,198459.6,8418.0,56.37,46.45,2562.3,2850.2,2556.96,815.5,744.5,2684.3,746.8,1755.0,3387.72,606524.2,733.8,1755.0,2978.26,742.7,812.7,1755.0,588020.5,769.6,717.9,1755.0,605688.7,45.0,645.9,1755.0,2424.37,626960.3,2103.5,2931.4,3114.15,815.5,2034.8,8013.0,2611.4,7834.2,5222.8,5.4,10646.75,20703.5,41407.0,10351.75,31055.25,4.3,5.97,54.25,3.39,108.5,4072.0,3.53,5275.0,217.0
31,2100.0,230.0,598.0,54857.63,149.1,134.8,1284199.4,147.6,136.6,140.2,143.4,131.56,1137397.7,132.6,9244.0,129.24,134.46,1654038.4,137.4,125.83,1059966.2,117.4,9208.0,123.37,127.33,130.5,117.05,961139.2,112.8,9168.0,120.24,121.94,124.4,108.42,921019.4,9131.0,116.56,119.13,8758.2,9501.3,9576.9,2143.3,1963.7,6232.8,2220.6,9231.76,9821.0,1734973.5,2014.5,9216.19,10078.4,1994.6,2025.0,9185.48,1660444.0,1763.9,1837.4,9153.66,1673301.4,110.3,1821.6,9114.22,9459.4,1391757.1,4586.1,6622.5,73143.5,2244.1,4602.1,9286.0,43446.8,36571.75,18285.88,4.09,48260.0,12065.0,36195.0,47096.0,24130.0,3.45,3.44,299.4,2.75,108.1,3052.0,2.45,3629.0,324.3
32,250.0,170.0,612.0,989.3,19.9,22.28,64539.9,21.11,23.28,15.27,17.4,20.75,61843.9,20.17,2818.0,19.49,14.2,410490.1,16.8,19.22,55940.0,19.23,2687.0,17.23,13.37,15.5,17.69,52148.6,18.3,2455.0,15.85,12.54,14.3,16.16,47344.8,2602.0,14.98,12.01,504.5,562.83,450.34,345.3,211.9,494.6,226.9,1750.0,897.88,519679.8,210.1,1750.0,694.38,222.7,288.6,1750.0,279532.2,202.8,260.4,1750.0,268843.7,17.36,184.7,1750.0,408.84,262159.4,417.7,544.5,468.15,347.5,356.0,4527.0,247.33,741.98,494.65,2.06,8940.75,17369.0,34738.0,8684.5,26053.5,1.51,2.46,26.83,1.34,53.65,1818.0,1.67,1562.0,107.3
